Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000804,SUP0008,Hapag-Lloyd,Shenzhen,Toronto,2024-09-17,2024-10-03,2024-10-03,16,0,None,Yes,5,831.37,4156.85,388816.69,EXW,Delivered
SHP000805,SUP0013,COSCO,Busan,Houston,2024-03-11,2024-04-16,2024-04-16,36,0,None,Yes,2,2025.88,4051.76,901685.62,CFR,Delivered
SHP000806,SUP0004,COSCO,Ningbo,Toronto,2024-02-22,2024-04-06,2024-04-25,44,19,Port Congestion,No,5,1396.53,6982.65,698255.28,FOB,Delivered
SHP000807,SUP0003,Evergreen,Busan,Los Angeles,2022-11-26,2022-12-31,2022-12-31,35,0,None,Yes,6,1876.11,11256.66,642297.23,DAP,Delivered
SHP000808,SUP0002,Yang Ming,Busan,New York,2022-06-03,2022-06-26,2022-06-26,23,0,None,Yes,8,1160.4,9283.2,64194.67,EXW,Delivered
SHP000809,SUP0018,MSC,Hamburg,Vancouver,2024-07-20,2024-08-23,2024-08-29,34,6,Customs Inspection,No,2,1836.43,3672.86,395161.85,FOB,Delivered
SHP000810,SUP0003,CMA CGM,Hamburg,Chicago,2024-08-27,2024-09-26,2024-09-26,30,0,None,Yes,3,4277.37,12832.11,973096.61,DAP,Delivered
SHP000811,SUP0002,ONE,Singapore,Miami,2024-04-17,2024-05-09,2024-05-09,22,0,None,Yes,10,4322.57,43225.7,404998.94,DAP,Delivered
SHP000812,SUP0017,ZIM,Singapore,Toronto,2022-04-27,2022-05-26,2022-05-26,29,0,None,Yes,2,1875.44,3750.88,200295.51,DAP,Delivered
SHP000813,SUP0003,Evergreen,Rotterdam,Seattle,2022-07-11,2022-08-16,2022-08-16,36,0,None,Yes,9,4130.47,37174.23,491610.35,FOB,Delivered
SHP000814,SUP0006,MSC,Rotterdam,Miami,2023-02-13,2023-03-24,2023-03-24,39,0,None,Yes,6,4486.82,26920.92,511980.27,DAP,Delivered
SHP000815,SUP0004,Hapag-Lloyd,Hamburg,Toronto,2022-11-15,2022-12-29,2022-12-29,44,0,None,Yes,6,2902.36,17414.16,988420.21,DAP,Delivered
SHP000816,SUP0002,ONE,Rotterdam,Seattle,2023-03-14,2023-03-31,2023-04-07,17,7,Equipment Shortage,No,5,1732.66,8663.3,217300.34,CIF,Delivered
SHP000817,SUP0003,Hapag-Lloyd,Rotterdam,Vancouver,2023-09-03,2023-10-15,2023-10-15,42,0,None,Yes,5,1481.09,7405.45,101055.17,DAP,Delivered
SHP000818,SUP0011,Hapag-Lloyd,Ningbo,New York,2023-12-17,2024-01-26,2024-01-26,40,0,None,Yes,3,4372.68,13118.04,464944.79,CFR,Delivered
SHP000819,SUP0013,Maersk,Busan,Vancouver,2022-10-24,2022-11-27,2022-11-27,34,0,None,Yes,8,4255.13,34041.04,524473.38,EXW,Delivered
SHP000820,SUP0004,Yang Ming,Singapore,Toronto,2024-07-11,2024-08-02,2024-08-02,22,0,None,Yes,10,1160.55,11605.5,257691.63,CIF,Delivered
SHP000821,SUP0014,COSCO,Ningbo,Miami,2023-03-19,2023-04-24,2023-05-01,36,7,Documentation Error,No,1,2169.95,2169.95,395604.73,EXW,Delivered
SHP000822,SUP0010,COSCO,Shenzhen,Seattle,2024-07-22,2024-08-31,2024-08-31,40,0,None,Yes,9,2375.64,21380.76,975366.65,EXW,Delivered
SHP000823,SUP0004,CMA CGM,Hamburg,Miami,2024-02-04,2024-02-29,2024-02-29,25,0,None,Yes,9,2412.74,21714.66,320776.54,DAP,Delivered
SHP000824,SUP0010,HMM,Shenzhen,Vancouver,2022-08-01,2022-08-20,2022-08-20,19,0,None,Yes,7,1183.6,8285.2,762446.5,CFR,Delivered
SHP000825,SUP0018,MSC,Hamburg,Toronto,2023-08-17,2023-09-26,2023-09-26,40,0,None,Yes,8,2840.88,22727.04,158776.05,DAP,Delivered
SHP000826,SUP0004,ONE,Hamburg,Miami,2024-03-21,2024-04-04,2024-04-04,14,0,None,Yes,9,1849.34,16644.06,885626.8,EXW,Delivered
SHP000827,SUP0010,Yang Ming,Busan,Toronto,2024-04-29,2024-05-15,2024-05-15,16,0,None,Yes,6,3910.85,23465.1,543015.08,CFR,Delivered
SHP000828,SUP0011,ONE,Ningbo,Miami,2023-05-11,2023-06-19,2023-06-19,39,0,None,Yes,7,3865.63,27059.41,811265.06,CFR,Delivered
SHP000829,SUP0014,CMA CGM,Rotterdam,Los Angeles,2024-04-05,2024-05-09,2024-05-09,34,0,None,Yes,4,1168.44,4673.76,811113.38,CFR,Delivered
SHP000830,SUP0004,HMM,Rotterdam,Chicago,2022-11-22,2022-12-26,2022-12-26,34,0,None,Yes,1,2418.46,2418.46,647449.42,CFR,Delivered
SHP000831,SUP0005,Maersk,Shenzhen,Miami,2022-02-21,2022-03-15,2022-03-15,22,0,None,Yes,6,1490.25,8941.5,669896.58,CIF,Delivered
SHP000832,SUP0010,Evergreen,Busan,Miami,2023-06-18,2023-07-05,2023-07-05,17,0,None,Yes,3,3121.52,9364.56,656467.24,CFR,Delivered
SHP000833,SUP0004,MSC,Hamburg,Vancouver,2022-08-08,2022-08-31,2022-08-31,23,0,None,Yes,3,1143.28,3429.84,519532.8,EXW,Delivered
SHP000834,SUP0007,Yang Ming,Shenzhen,Seattle,2022-02-14,2022-03-26,2022-03-26,40,0,None,Yes,2,1578.1,3156.2,448911.76,EXW,Delivered
SHP000835,SUP0015,CMA CGM,Ningbo,Chicago,2022-01-21,2022-02-15,2022-02-15,25,0,None,Yes,1,1233.67,1233.67,375669.93,EXW,Delivered
SHP000836,SUP0016,HMM,Shanghai,Los Angeles,2024-12-04,2025-01-03,2025-01-03,30,0,None,Yes,1,2783.03,2783.03,542095.18,CIF,In Transit
SHP000837,SUP0007,ONE,Shenzhen,New York,2022-03-02,2022-04-05,2022-04-05,34,0,None,Yes,3,1790.08,5370.24,507496.13,FOB,Delivered
SHP000838,SUP0012,COSCO,Singapore,Seattle,2024-10-12,2024-11-22,2024-12-09,41,17,Customs Inspection,No,5,1439.95,7199.75,702704.58,EXW,Delivered
SHP000839,SUP0013,MSC,Singapore,Los Angeles,2023-02-26,2023-04-12,2023-04-26,45,14,Equipment Shortage,No,10,3564.19,35641.9,825097.59,CFR,Delivered
SHP000840,SUP0004,HMM,Rotterdam,Miami,2023-02-14,2023-03-22,2023-04-03,36,12,Port Congestion,No,8,1418.82,11350.56,82072.01,CFR,Delivered
SHP000841,SUP0009,HMM,Rotterdam,Chicago,2024-12-22,2025-01-27,2025-01-27,36,0,None,Yes,3,3793.45,11380.35,457917.46,CIF,In Transit
SHP000842,SUP0012,Evergreen,Shenzhen,New York,2024-02-01,2024-03-09,2024-03-09,37,0,None,Yes,2,835.64,1671.28,703877.79,EXW,Delivered
SHP000843,SUP0007,ZIM,Hong Kong,New York,2022-05-16,2022-06-23,2022-06-23,38,0,None,Yes,9,1604.61,14441.49,582910.77,CFR,Delivered
SHP000844,SUP0003,HMM,Rotterdam,Miami,2023-10-13,2023-11-16,2023-11-16,34,0,None,Yes,8,2645.01,21160.08,990746.73,DAP,Delivered
SHP000845,SUP0004,MSC,Hamburg,Los Angeles,2023-11-01,2023-12-09,2023-12-09,38,0,None,Yes,5,865.99,4329.95,794140.35,CFR,Delivered
SHP000846,SUP0001,ZIM,Singapore,Los Angeles,2024-04-04,2024-04-20,2024-05-08,16,18,Port Congestion,No,6,3185.67,19114.02,115981.41,FOB,Delivered
SHP000847,SUP0014,Hapag-Lloyd,Singapore,Houston,2023-12-10,2024-01-18,2024-01-18,39,0,None,Yes,6,2627.13,15762.78,94719.13,EXW,Delivered
SHP000848,SUP0015,ZIM,Shenzhen,Houston,2022-07-30,2022-08-14,2022-08-14,15,0,None,Yes,1,1313.32,1313.32,993863.35,DAP,Delivered
SHP000849,SUP0008,CMA CGM,Shenzhen,New York,2024-01-26,2024-02-09,2024-02-09,14,0,None,Yes,1,1209.97,1209.97,949787.62,FOB,Delivered
SHP000850,SUP0009,ONE,Rotterdam,Chicago,2022-12-15,2023-01-06,2023-01-06,22,0,None,Yes,3,1981.53,5944.59,190601.41,CFR,Delivered
SHP000851,SUP0014,ZIM,Shenzhen,New York,2024-09-05,2024-10-20,2024-10-20,45,0,None,Yes,8,1635.57,13084.56,300621.43,EXW,Delivered
SHP000852,SUP0003,ONE,Busan,New York,2022-06-09,2022-06-27,2022-06-27,18,0,None,Yes,1,3280.85,3280.85,494742.87,DAP,Delivered
SHP000853,SUP0007,ZIM,Shenzhen,Houston,2023-03-04,2023-04-07,2023-04-07,34,0,None,Yes,3,3936.89,11810.67,150377.45,CIF,Delivered
SHP000854,SUP0008,ONE,Rotterdam,Seattle,2024-11-17,2024-12-13,2024-12-13,26,0,None,Yes,5,2365.45,11827.25,701952.7,CFR,Delivered
SHP000855,SUP0004,CMA CGM,Hamburg,Vancouver,2022-08-14,2022-09-12,2022-09-13,29,1,Customs Inspection,No,5,905.77,4528.85,678791.23,DAP,Delivered
SHP000856,SUP0012,Hapag-Lloyd,Shenzhen,Vancouver,2023-12-27,2024-02-06,2024-02-06,41,0,None,Yes,9,2394.14,21547.26,367052.53,DAP,Delivered
SHP000857,SUP0009,ONE,Shenzhen,Toronto,2024-02-23,2024-04-04,2024-04-04,41,0,None,Yes,7,1453.59,10175.13,312129.41,CFR,Delivered
SHP000858,SUP0016,COSCO,Rotterdam,Vancouver,2022-04-13,2022-05-12,2022-05-12,29,0,None,Yes,1,4111.72,4111.72,596468.98,CIF,Delivered
SHP000859,SUP0003,COSCO,Shenzhen,Chicago,2023-04-09,2023-05-18,2023-05-18,39,0,None,Yes,4,3515.52,14062.08,885551.29,EXW,Delivered
SHP000860,SUP0016,Evergreen,Ningbo,New York,2023-12-13,2024-01-14,2024-01-14,32,0,None,Yes,1,1148.7,1148.7,528078.14,CFR,Delivered
SHP000861,SUP0016,Hapag-Lloyd,Busan,Los Angeles,2023-10-08,2023-10-26,2023-10-26,18,0,None,Yes,8,1324.78,10598.24,62098.09,DAP,Delivered
SHP000862,SUP0014,ONE,Shanghai,Los Angeles,2023-06-25,2023-07-13,2023-07-13,18,0,None,Yes,1,2997.82,2997.82,971064.45,CFR,Delivered
SHP000863,SUP0001,ZIM,Busan,Seattle,2022-08-13,2022-08-29,2022-08-29,16,0,None,Yes,5,3890.83,19454.15,549005.73,CIF,Delivered
SHP000864,SUP0005,MSC,Shenzhen,Chicago,2023-11-19,2023-12-31,2023-12-31,42,0,None,Yes,9,1752.16,15769.44,512168.65,EXW,Delivered
SHP000865,SUP0015,Maersk,Hong Kong,Chicago,2023-11-15,2023-12-29,2023-12-29,44,0,None,Yes,9,3494.4,31449.6,69690.91,DAP,Delivered
SHP000866,SUP0008,CMA CGM,Hong Kong,Seattle,2022-03-05,2022-04-03,2022-04-03,29,0,None,Yes,7,2129.85,14908.95,757146.86,CIF,Delivered
SHP000867,SUP0013,MSC,Singapore,Seattle,2024-12-15,2025-01-09,2025-01-18,25,9,Bad Weather,No,6,2246.8,13480.8,446429.57,EXW,In Transit
SHP000868,SUP0010,Evergreen,Shanghai,Houston,2022-09-09,2022-10-20,2022-10-20,41,0,None,Yes,6,1867.11,11202.66,970996.4,DAP,Delivered
SHP000869,SUP0005,ZIM,Ningbo,Chicago,2022-11-30,2023-01-02,2023-01-02,33,0,None,Yes,5,857.69,4288.45,88905.44,EXW,Delivered
SHP000870,SUP0019,MSC,Shanghai,Seattle,2023-09-19,2023-10-03,2023-10-03,14,0,None,Yes,1,984.64,984.64,180832.85,EXW,Delivered
SHP000871,SUP0017,COSCO,Ningbo,Vancouver,2023-07-09,2023-08-01,2023-08-01,23,0,None,Yes,2,1875.97,3751.94,80529.86,EXW,Delivered
SHP000872,SUP0008,Yang Ming,Rotterdam,Miami,2022-07-20,2022-08-19,2022-08-19,30,0,None,Yes,3,2886.46,8659.38,694977.05,EXW,Delivered
SHP000873,SUP0019,CMA CGM,Busan,Chicago,2022-10-05,2022-11-14,2022-11-14,40,0,None,Yes,5,1116.71,5583.55,588331.84,DAP,Delivered
SHP000874,SUP0018,CMA CGM,Rotterdam,Miami,2022-07-16,2022-08-07,2022-08-07,22,0,None,Yes,6,2664.12,15984.72,700905.12,EXW,Delivered
SHP000875,SUP0015,ONE,Rotterdam,Seattle,2024-05-11,2024-06-20,2024-06-20,40,0,None,Yes,9,897.76,8079.84,778431.22,FOB,Delivered
SHP000876,SUP0005,HMM,Singapore,New York,2024-11-14,2024-12-21,2024-12-21,37,0,None,Yes,10,4047.88,40478.8,100859.22,DAP,Delivered
SHP000877,SUP0005,Yang Ming,Shanghai,Seattle,2024-11-26,2025-01-08,2025-01-08,43,0,None,Yes,5,3870.61,19353.05,667385.94,EXW,In Transit
SHP000878,SUP0020,MSC,Singapore,Seattle,2023-11-10,2023-11-27,2023-11-27,17,0,None,Yes,9,3535.64,31820.76,100369.25,CIF,Delivered
SHP000879,SUP0017,CMA CGM,Hamburg,Los Angeles,2023-04-03,2023-04-26,2023-04-26,23,0,None,Yes,1,3780.78,3780.78,642480.73,CIF,Delivered
SHP000880,SUP0004,MSC,Shanghai,Los Angeles,2022-09-05,2022-09-25,2022-09-25,20,0,None,Yes,8,891.23,7129.84,530514.28,DAP,Delivered
SHP000881,SUP0002,MSC,Singapore,Miami,2024-09-17,2024-10-12,2024-10-12,25,0,None,Yes,9,1763.0,15867.0,632122.05,DAP,Delivered
SHP000882,SUP0020,MSC,Rotterdam,Los Angeles,2022-02-14,2022-03-11,2022-03-11,25,0,None,Yes,4,1431.87,5727.48,754581.48,CFR,Delivered
SHP000883,SUP0007,ZIM,Hamburg,Chicago,2023-08-16,2023-09-05,2023-09-05,20,0,None,Yes,5,2247.4,11237.0,712770.07,FOB,Delivered
SHP000884,SUP0015,Yang Ming,Rotterdam,Los Angeles,2022-02-27,2022-03-31,2022-03-31,32,0,None,Yes,7,840.77,5885.39,337623.49,CFR,Delivered
SHP000885,SUP0015,Maersk,Hong Kong,Los Angeles,2024-08-16,2024-09-28,2024-09-28,43,0,None,Yes,3,2123.67,6371.01,863047.59,CFR,Delivered
SHP000886,SUP0007,ONE,Rotterdam,Vancouver,2022-12-24,2023-01-16,2023-01-16,23,0,None,Yes,10,2055.38,20553.8,729423.22,CIF,Delivered
SHP000887,SUP0009,Hapag-Lloyd,Rotterdam,Vancouver,2024-09-17,2024-10-25,2024-10-25,38,0,None,Yes,3,2931.34,8794.02,931041.63,CFR,Delivered
SHP000888,SUP0009,CMA CGM,Hong Kong,Houston,2024-04-06,2024-04-24,2024-04-24,18,0,None,Yes,3,1657.31,4971.93,681997.92,DAP,Delivered
SHP000889,SUP0016,ONE,Busan,New York,2022-08-04,2022-08-29,2022-08-29,25,0,None,Yes,7,4212.79,29489.53,108830.31,EXW,Delivered
SHP000890,SUP0004,Maersk,Shenzhen,Seattle,2024-02-06,2024-02-21,2024-02-21,15,0,None,Yes,8,2197.23,17577.84,989427.32,CFR,Delivered
SHP000891,SUP0018,Evergreen,Busan,Chicago,2024-10-02,2024-11-13,2024-11-13,42,0,None,Yes,3,2406.03,7218.09,552102.98,CIF,Delivered
SHP000892,SUP0003,HMM,Shanghai,Vancouver,2023-02-21,2023-03-09,2023-03-14,16,5,Bad Weather,No,7,2902.69,20318.83,871266.6,EXW,Delivered
SHP000893,SUP0006,COSCO,Hamburg,New York,2023-03-01,2023-04-14,2023-04-14,44,0,None,Yes,10,4129.1,41291.0,860750.52,FOB,Delivered
SHP000894,SUP0015,Yang Ming,Rotterdam,Vancouver,2022-06-10,2022-07-02,2022-07-02,22,0,None,Yes,2,2645.24,5290.48,98905.06,CFR,Delivered
SHP000895,SUP0011,Maersk,Busan,Chicago,2023-05-30,2023-07-07,2023-07-07,38,0,None,Yes,3,4382.02,13146.06,121038.27,CFR,Delivered
SHP000896,SUP0008,COSCO,Singapore,Miami,2022-04-27,2022-05-18,2022-05-18,21,0,None,Yes,5,3216.96,16084.8,80660.99,DAP,Delivered
SHP000897,SUP0009,Evergreen,Hong Kong,Toronto,2022-10-13,2022-11-09,2022-11-09,27,0,None,Yes,6,4219.44,25316.64,680169.32,FOB,Delivered
SHP000898,SUP0008,ZIM,Shenzhen,Toronto,2023-12-10,2023-12-28,2023-12-28,18,0,None,Yes,10,4238.65,42386.5,893142.7,DAP,Delivered
SHP000899,SUP0005,Hapag-Lloyd,Shanghai,Vancouver,2022-03-14,2022-04-28,2022-04-28,45,0,None,Yes,6,2396.61,14379.66,338247.43,CIF,Delivered
SHP000900,SUP0001,Maersk,Shanghai,New York,2024-12-30,2025-02-06,2025-02-06,38,0,None,Yes,1,2232.36,2232.36,408366.42,CIF,In Transit
SHP000901,SUP0014,Yang Ming,Ningbo,Vancouver,2024-06-15,2024-07-06,2024-07-26,21,20,Bad Weather,No,6,1516.49,9098.94,464698.59,FOB,Delivered
SHP000902,SUP0008,Evergreen,Shenzhen,Toronto,2023-04-11,2023-05-21,2023-05-21,40,0,None,Yes,1,4031.05,4031.05,287426.28,FOB,Delivered
SHP000903,SUP0003,Maersk,Ningbo,Seattle,2023-01-05,2023-02-06,2023-02-06,32,0,None,Yes,10,3224.27,32242.7,282032.13,EXW,Delivered
SHP000904,SUP0005,HMM,Rotterdam,Seattle,2022-09-08,2022-09-26,2022-09-26,18,0,None,Yes,9,1561.69,14055.21,719992.43,EXW,Delivered
SHP000905,SUP0008,ZIM,Singapore,Houston,2023-08-23,2023-09-21,2023-10-08,29,17,Bad Weather,No,9,2662.75,23964.75,101297.66,DAP,Delivered
SHP000906,SUP0020,ZIM,Singapore,Vancouver,2023-02-21,2023-03-15,2023-03-15,22,0,None,Yes,9,1579.85,14218.65,403770.49,CIF,Delivered
SHP000907,SUP0002,Evergreen,Hamburg,Seattle,2022-08-22,2022-09-06,2022-09-06,15,0,None,Yes,5,1828.48,9142.4,414967.83,FOB,Delivered
SHP000908,SUP0002,Hapag-Lloyd,Rotterdam,Seattle,2022-02-08,2022-03-18,2022-03-18,38,0,None,Yes,4,1561.2,6244.8,225205.46,DAP,Delivered
SHP000909,SUP0018,Maersk,Singapore,Toronto,2023-12-14,2023-12-29,2023-12-29,15,0,None,Yes,6,4213.99,25283.94,912077.1,CFR,Delivered
SHP000910,SUP0007,Maersk,Hong Kong,Miami,2024-05-25,2024-06-11,2024-06-11,17,0,None,Yes,5,3976.5,19882.5,941077.27,DAP,Delivered
SHP000911,SUP0014,HMM,Singapore,Los Angeles,2024-02-20,2024-04-03,2024-04-03,43,0,None,Yes,1,1838.59,1838.59,698468.8,EXW,Delivered
SHP000912,SUP0003,Evergreen,Singapore,Houston,2024-03-19,2024-04-04,2024-04-04,16,0,None,Yes,5,3239.15,16195.75,793304.97,CFR,Delivered
SHP000913,SUP0001,MSC,Singapore,Houston,2023-06-26,2023-07-21,2023-07-21,25,0,None,Yes,8,832.82,6662.56,85153.57,EXW,Delivered
SHP000914,SUP0016,COSCO,Busan,Miami,2022-04-30,2022-05-19,2022-05-28,19,9,Documentation Error,No,6,4327.19,25963.14,468417.54,EXW,Delivered
SHP000915,SUP0009,Hapag-Lloyd,Hamburg,Los Angeles,2023-04-11,2023-05-06,2023-05-11,25,5,Port Congestion,No,4,1223.45,4893.8,86576.69,CFR,Delivered
SHP000916,SUP0015,HMM,Hong Kong,Toronto,2023-04-12,2023-04-29,2023-05-08,17,9,Port Congestion,No,6,2799.63,16797.78,92496.41,CIF,Delivered
SHP000917,SUP0012,MSC,Shenzhen,Seattle,2022-08-20,2022-09-07,2022-09-07,18,0,None,Yes,10,2174.03,21740.3,831558.3,DAP,Delivered
SHP000918,SUP0003,Yang Ming,Singapore,Los Angeles,2022-02-20,2022-03-26,2022-03-26,34,0,None,Yes,6,4407.87,26447.22,902522.61,EXW,Delivered
SHP000919,SUP0016,Hapag-Lloyd,Shanghai,Los Angeles,2024-01-25,2024-02-10,2024-02-20,16,10,Documentation Error,No,1,1193.06,1193.06,250905.67,EXW,Delivered
SHP000920,SUP0017,COSCO,Hong Kong,New York,2024-02-15,2024-03-02,2024-03-02,16,0,None,Yes,2,4334.16,8668.32,960693.91,CIF,Delivered
SHP000921,SUP0019,COSCO,Rotterdam,Vancouver,2024-12-16,2025-01-02,2025-01-02,17,0,None,Yes,9,2725.24,24527.16,351092.39,CIF,In Transit
SHP000922,SUP0019,Hapag-Lloyd,Busan,Houston,2023-05-13,2023-06-19,2023-06-19,37,0,None,Yes,2,3364.37,6728.74,472757.11,DAP,Delivered
SHP000923,SUP0012,MSC,Hong Kong,Vancouver,2024-01-12,2024-02-25,2024-02-25,44,0,None,Yes,7,1650.12,11550.84,836430.05,CIF,Delivered
SHP000924,SUP0018,Evergreen,Rotterdam,Los Angeles,2023-06-18,2023-07-20,2023-07-20,32,0,None,Yes,2,2311.46,4622.92,529774.64,CIF,Delivered
SHP000925,SUP0019,ZIM,Busan,Los Angeles,2024-07-18,2024-08-01,2024-08-01,14,0,None,Yes,5,3632.39,18161.95,725812.78,DAP,Delivered
SHP000926,SUP0004,CMA CGM,Shanghai,Miami,2022-02-19,2022-03-15,2022-03-15,24,0,None,Yes,9,4198.91,37790.19,909047.37,EXW,Delivered
SHP000927,SUP0005,Yang Ming,Busan,Chicago,2022-09-01,2022-10-06,2022-10-06,35,0,None,Yes,10,1198.76,11987.6,736070.61,FOB,Delivered
SHP000928,SUP0012,ZIM,Rotterdam,Seattle,2024-06-11,2024-07-13,2024-07-13,32,0,None,Yes,3,3477.72,10433.16,610080.22,CFR,Delivered
SHP000929,SUP0003,CMA CGM,Shanghai,Houston,2024-07-17,2024-08-24,2024-08-24,38,0,None,Yes,9,3473.37,31260.33,315334.61,FOB,Delivered
SHP000930,SUP0008,Hapag-Lloyd,Hamburg,Houston,2022-04-09,2022-05-20,2022-05-20,41,0,None,Yes,6,3602.01,21612.06,955837.98,FOB,Delivered
SHP000931,SUP0007,Yang Ming,Singapore,Houston,2022-07-23,2022-08-28,2022-08-28,36,0,None,Yes,5,1813.24,9066.2,466970.91,CIF,Delivered
SHP000932,SUP0010,Hapag-Lloyd,Shenzhen,New York,2023-07-25,2023-08-17,2023-08-17,23,0,None,Yes,9,3593.0,32337.0,75982.62,FOB,Delivered
SHP000933,SUP0018,COSCO,Busan,Toronto,2024-09-27,2024-10-12,2024-10-12,15,0,None,Yes,10,2378.06,23780.6,472583.44,CIF,Delivered
SHP000934,SUP0015,Hapag-Lloyd,Shenzhen,Vancouver,2024-06-29,2024-08-09,2024-08-09,41,0,None,Yes,3,4474.39,13423.17,745052.06,FOB,Delivered
SHP000935,SUP0012,MSC,Busan,Vancouver,2023-11-01,2023-11-25,2023-11-25,24,0,None,Yes,8,3133.31,25066.48,537201.91,FOB,Delivered
SHP000936,SUP0011,Maersk,Rotterdam,Vancouver,2024-12-03,2025-01-06,2025-01-06,34,0,None,Yes,1,4311.98,4311.98,645920.8,CIF,In Transit
SHP000937,SUP0005,HMM,Rotterdam,New York,2023-02-05,2023-03-07,2023-03-07,30,0,None,Yes,3,3514.17,10542.51,318469.69,CIF,Delivered
SHP000938,SUP0003,COSCO,Busan,Toronto,2024-06-08,2024-06-26,2024-06-26,18,0,None,Yes,4,3426.96,13707.84,86872.09,EXW,Delivered
SHP000939,SUP0020,Yang Ming,Busan,Houston,2024-09-18,2024-10-13,2024-10-13,25,0,None,Yes,5,3271.51,16357.55,515710.88,DAP,Delivered
SHP000940,SUP0020,ONE,Hamburg,Chicago,2022-07-17,2022-08-14,2022-08-18,28,4,Bad Weather,No,7,4386.64,30706.48,359127.19,DAP,Delivered
SHP000941,SUP0004,CMA CGM,Hamburg,Houston,2022-08-21,2022-09-26,2022-09-26,36,0,None,Yes,8,3908.45,31267.6,870808.77,CFR,Delivered
SHP000942,SUP0014,Evergreen,Shanghai,Chicago,2023-07-03,2023-07-30,2023-07-30,27,0,None,Yes,6,1767.94,10607.64,351737.44,DAP,Delivered
SHP000943,SUP0015,Yang Ming,Rotterdam,Chicago,2022-04-22,2022-05-23,2022-05-23,31,0,None,Yes,6,3154.18,18925.08,93347.11,DAP,Delivered
SHP000944,SUP0014,Evergreen,Ningbo,New York,2022-08-14,2022-09-18,2022-09-18,35,0,None,Yes,1,4316.03,4316.03,70061.81,DAP,Delivered
SHP000945,SUP0003,ONE,Hong Kong,Vancouver,2022-04-11,2022-05-08,2022-05-08,27,0,None,Yes,3,3901.15,11703.45,425749.97,CIF,Delivered
SHP000946,SUP0010,CMA CGM,Hong Kong,Houston,2024-04-26,2024-05-23,2024-05-23,27,0,None,Yes,1,933.48,933.48,69026.95,CFR,Delivered
SHP000947,SUP0004,COSCO,Rotterdam,Seattle,2022-03-28,2022-04-21,2022-04-21,24,0,None,Yes,4,3136.76,12547.04,703666.53,FOB,Delivered
SHP000948,SUP0009,MSC,Rotterdam,Miami,2022-09-26,2022-10-27,2022-10-27,31,0,None,Yes,9,3471.82,31246.38,774266.69,DAP,Delivered
SHP000949,SUP0001,Maersk,Ningbo,Vancouver,2024-03-12,2024-04-07,2024-04-27,26,20,Bad Weather,No,7,2695.72,18870.04,72260.35,EXW,Delivered
SHP000950,SUP0015,Evergreen,Shenzhen,Chicago,2024-08-23,2024-09-30,2024-09-30,38,0,None,Yes,4,4377.48,17509.92,582946.45,DAP,Delivered
SHP000951,SUP0010,COSCO,Busan,Miami,2022-02-05,2022-03-22,2022-04-04,45,13,Documentation Error,No,2,2473.4,4946.8,598985.51,FOB,Delivered
SHP000952,SUP0013,Evergreen,Hamburg,Houston,2024-09-03,2024-09-23,2024-09-23,20,0,None,Yes,2,1152.94,2305.88,210792.93,DAP,Delivered
SHP000953,SUP0019,Evergreen,Shenzhen,Los Angeles,2024-04-05,2024-05-19,2024-05-19,44,0,None,Yes,10,3614.15,36141.5,105986.31,DAP,Delivered
SHP000954,SUP0009,Yang Ming,Singapore,Houston,2022-11-05,2022-11-21,2022-11-21,16,0,None,Yes,10,2304.18,23041.8,55293.18,CIF,Delivered
SHP000955,SUP0018,ZIM,Hamburg,Houston,2023-04-28,2023-06-01,2023-06-01,34,0,None,Yes,9,2852.79,25675.11,752700.74,FOB,Delivered
SHP000956,SUP0004,Yang Ming,Shenzhen,Miami,2022-09-18,2022-10-02,2022-10-02,14,0,None,Yes,2,1414.93,2829.86,465721.2,FOB,Delivered
SHP000957,SUP0002,Yang Ming,Hamburg,Los Angeles,2024-12-10,2025-01-24,2025-01-24,45,0,None,Yes,9,2347.15,21124.35,58795.6,FOB,In Transit
SHP000958,SUP0014,Hapag-Lloyd,Singapore,Houston,2024-02-01,2024-02-25,2024-02-25,24,0,None,Yes,4,3770.41,15081.64,954395.6,EXW,Delivered
SHP000959,SUP0017,HMM,Singapore,Seattle,2024-08-05,2024-09-01,2024-09-12,27,11,Customs Inspection,No,3,2740.2,8220.6,837937.62,FOB,Delivered
SHP000960,SUP0011,Yang Ming,Ningbo,Los Angeles,2024-08-21,2024-09-08,2024-09-08,18,0,None,Yes,4,1537.29,6149.16,139155.45,DAP,Delivered
SHP000961,SUP0011,MSC,Shanghai,Seattle,2022-11-17,2022-12-05,2022-12-05,18,0,None,Yes,4,2076.34,8305.36,63423.01,CIF,Delivered
SHP000962,SUP0009,Hapag-Lloyd,Rotterdam,Chicago,2024-01-23,2024-03-02,2024-03-02,39,0,None,Yes,4,1086.66,4346.64,194800.71,CIF,Delivered
SHP000963,SUP0009,CMA CGM,Singapore,Vancouver,2022-09-17,2022-10-25,2022-10-25,38,0,None,Yes,10,3037.67,30376.7,968325.94,CFR,Delivered
